index,ep_summary,air_date,ep_nums,ep_title,episode,season,year,MoveFromCity,MoveFromCountry,MoveToCity,MoveToCountry,NumBlanks,Origin,Destination,GeoCategory,loc_info_orig,loc_info_dest,latitude,longitude
1113,"After falling in love with Europe's thriving LGBT community on a backpacking trip, a Beijing man follows a job offer to London with big dreams of living a more open lifestyle. Eager for a change, he's totally unprepared for the big cost that accompanies London's more vibrant neighborhoods and faces the possibility of being priced out of the location and lifestyle that lured him there.",19-Jun-19,S139E13,Out and About in London,13.0,139.0,2019.0,Beijing,China,London,England,0,"Beijing, China","London, England",All,"Beijing, China","London, England, United Kingdom",40.190632,116.412144
1114,"To escape the stress of her job at a large tech company in California, Gina has decided to move to Playa del Carmen, Mexico, and embrace its laid-back lifestyle. Her best friend, who is coming along to help her find a the right home, knows it will be hard for Gina to turn off her Type-A personality and focus on her physical and mental well-being.",27-Jul-19,S141E13,"Rebooting in Playa del Carmen, Mexico",13.0,141.0,2019.0,California,United States,Playa del Carmen,Mexico,0,"California, United States","Playa del Carmen, Mexico",All,"California, United States","Playa del Carmen, Quintana Roo, Mexico",36.7014631,-118.755997
1115,"Beverly and Dave Burridge have lived in St. Meme Les Carrieres, France for the past six years. While most people outgrow their homes, the Burridges have found that they have too much space for just the two of them. Tired of a place that's too big and requires too much outdoor maintenance, the Burridges are looking for a cozier place with a smaller garden.",12-Jul-09,S09E10,Downsizing in a French Village,10.0,9.0,2009.0,St. Meme Les Carrieres,France,St. Meme Les Carrieres,France,0,"St. Meme Les Carrieres, France","St. Meme Les Carrieres, France",All,"Rue du Stade, 16720, Saint-Même-les-Carrières, Nouvelle-Aquitaine, France","Rue du Stade, 16720, Saint-Même-les-Carrières, Nouvelle-Aquitaine, France",45.6418627,-0.1359447
1117,"Struggling actor Yaron is leaving Jerusalem to pursue better acting opportunities in London. He's joined by friend, fellow actor, and London resident Josh. Together, they're pooling their funds to keep costs low, but Yaron's dreams aren't so easily tamed, and Josh's practicality is at an all-time high. Drama isn't just for the theater when House Hunters International takes to the stage in London, England.",6-Dec-12,S46E13,Setting the Stage for London,13.0,46.0,2012.0,Jerusalem,Israel,London,England,0,"Jerusalem, Israel","London, England",All,"Jerusalem, Jerusalem District, Israel","London, England, United Kingdom",31.7788242,35.2257626
1119,"After a visit to Spain left her enchanted, Raphaella decided to leave behind the daily grind in London to teach yoga in Barcelona. She wants a flat near the beach with enough outdoor space for a yoga class, but her friend Alasdair knows he'll have a hard time keeping her focused on her budget. Watch when House Hunters International breathes deep in Barcelona, Spain.",28-Oct-13,S59E11,"Buenos Dias Barcelona, Spain",11.0,59.0,2013.0,London,England,Barcelona,Spain,0,"London, England","Barcelona, Spain",All,"London, England, United Kingdom","Barcelona, 08001, Catalonia, Spain",51.5073359,-0.12765
1120,"Colorado couple Brit and David always yearned for a life abroad, so they were quick to take an opportunity for David to work in Dusseldorf, Germany. Brit can barely contain her excitement about all that is new in Dusseldorf, but David is anxious about starting his new job, learning a new language and finding an affordable home in a very tight real estate market.",13-Nov-15,S86E12,His New Job Moves a Young Couple From the Mile High City to the Banks of the Rhine,12.0,86.0,2015.0,Denver,United States,Dusseldorf,Germany,0,"Denver, United States","Dusseldorf, Germany",All,"Denver, Colorado, United States","Dusseldorf, North Rhine-Westphalia, Germany",39.7392364,-104.984862
1123,"A Frank Sinatra impersonator leaves Las Vegas after performing there for more than three decades. At his wife's request, he's moving their home base to Puerto Morelos, Mexico, where big band performances are still in demand. He'd like to find a home near Cancun Airport but she's all about living near the beach and wants to take full advantage of relaxation in between shows.",20-Mar-18,S121E04,Sinatra Moves South,4.0,121.0,2018.0,Las Vegas,United States,Puerto Morelos,Mexico,0,"Las Vegas, United States","Puerto Morelos, Mexico",All,"Las Vegas, Nevada, United States","Puerto Morelos, Quintana Roo, Mexico",36.1672559,-115.148516
1125,"Peter and Kimberley are looking for inspiration beyond their life in West Palm Beach, Florida. Kimberley has family roots in Ireland, so they're moving to Kinsale, where Peter plans to write a novel. Between the rolling hills, the quaint town center and the ancient pubs, the couple has to choose which muse to follow as they look for a home and lay down roots.",10-Oct-18,S130E10,"All Kinds of Inspiration in Kinsale, Ireland",10.0,130.0,2018.0,West Palm Beach,United States,Kinsale,Ireland,0,"West Palm Beach, United States","Kinsale, Ireland",All,"West Palm Beach, Florida, United States","Kinsale Rural, The Municipal District of Bandon-Kinsale, Ireland",26.715364,-80.0532942
1129,"After years in Jakarta, Indonesia, a couple is ready to make a permanent move to Bangkok, Thailand. She's tired of the hustle and bustle of the city and would love a little green space for her family to enjoy. However, he's hesitant to leave behind his professional and personal connections and hopes to build new ones by living in the center of it all.",27-Mar-19,S139E11,Back to Bangkok,11.0,139.0,2019.0,Jakarta,Indonesia,Bangkok,Thailand,0,"Jakarta, Indonesia","Bangkok, Thailand",All,"Jakarta, Java, Indonesia","Bangkok, 10200, Bangkok, Thailand",-6.1752489,106.8270462
1130,"After watching their kids get sidetracked by the superficial highs of constant screen time and instant gratification, a couple is ready to take drastic measures to show them the value of living in the present. Now they're downsizing their Colorado lives and finding a home in Playa Potrero, Costa Rica, with hopes of helping their kids appreciate the benefits of living a simpler life.",5-Jul-19,S140E12,Playa Potrero IRL,12.0,140.0,2019.0,Colorado,United States,Playa Potrero,Costa Rica,0,"Colorado, United States","Playa Potrero, Costa Rica",All,"Colorado, United States","Playa Potrero, 50304, Costa Rica",38.7251776,-105.607716
1131,"Stephanie and Charlie May have lived in the fast lane in London for four years. Now, they yearn to slow down and spend more time with their two-year-old son Finn. They've begun a search for a home in the Jarnac region of France, which has everything they are looking for ? good schools, beautiful landscapes, great food and a relaxed pace of life.",13-Sep-09,S11E02,Londoners Seek a More Leisurely Life in France,2.0,11.0,2009.0,London,England,Jarnac,France,0,"London, England","Jarnac, France",All,"London, England, United Kingdom","Jarnac, 16200, Nouvelle-Aquitaine, France",51.5073359,-0.12765
1135,"Iowa couple Amanda and Scott are moving the family to New Zealand after Amanda lands a job in Invercargill. The move will likely result in a smaller living space and a lower salary for the home's breadwinner but will also mean more quality time with the family. Amanda is adamant about staying on budget, but will that require material sacrifices for the family?",1-Mar-17,S101E09,Family Time in New Zealand,9.0,101.0,2017.0,Iowa,United States,Invercargill,New Zealand,0,"Iowa, United States","Invercargill, New Zealand",All,"Iowa, United States","Invercargill, Southland, New Zealand",41.9216734,-93.3122705
1136,"Stephanie and Dano decide to give it all up and move from Colorado to St. Croix, but Stephanie is having a hard time committing to such a drastic move. Can Dano talk her into joining his lifelong dream of warm beaches, beautiful views and historic adventures, or will Stephanie hold out and rent until they decide if they're ready to stay for good?",4-Sep-17,S107E08,St. Croix Forever?,8.0,107.0,2017.0,Colorado,United States,St. Croix,United States,0,"Colorado, United States","St. Croix, United States",All,"Colorado, United States","Saint Croix, United States",38.7251776,-105.607716
1139,"When Francisco fell in love with his Czech teacher, Lenka, he didn't expect to live in the Czech Republic for good. Now, the family is looking for a new home where they can bring up their little daughter. With a tight budget and completely different boxes to tick on their wishlists, Lenka and Frank have to meet halfway to buy a dream home.",8-Feb-18,S114E08,Chasing Dreams in Prague,8.0,114.0,2018.0,Prague,Czech Republic,Prague,Czech Republic,0,"Prague, Czech Republic","Prague, Czech Republic",All,"National Library of the Czech Republic, 190, Karlova, 11000, Karlova, Prague, Prague, Czechia","National Library of the Czech Republic, 190, Karlova, 11000, Karlova, Prague, Prague, Czechia",50.0864234,14.4156772
1140,"A couple with a mutual love for travel and exploration has returned to his parent's California home after eight months on the road. They quickly realize, however, they weren't quite ready to restart their corporate jobs and stop exploring the world together. Inspired by their world travels, they've decided to become their own bosses and start their own travel business in Valencia, Spain.",27-Apr-18,S119E11,"New Chapter in Valencia, Spain",11.0,119.0,2018.0,California,United States,Valencia,Spain,0,"California, United States","Valencia, Spain",All,"California, United States","Valencia, Valencian Community, Spain",36.7014631,-118.755997
1142,"Pharmacy student Jacopo Reynaud has lived in Rome most of his life. Ready to buy his own place, with a budget of $600,000, he hopes to find an apartment close to downtown, near the metro line and with a great parking spot and terrace. Jacopo's realtor Elena helps guide the way through the meandering streets of Rome and its real estate market.",10-Jun-09,,Hunting for an Apartment in the Heart of Rome,,,2009.0,Rome,Italy,Rome ,Italy,0,"Rome, Italy","Rome , Italy",All,"Rome, Lazio, Italy","Rome, Lazio, Italy",41.8933203,12.4829321
1143,"A rare job opportunity is taking a growing family from San Diego, California to the small ocean side community of Rota in Spain. They need to find a house large enough for them and the new baby they're expecting, which will be tough in Rota's small market. Fortunately, Agent Raphael Gomez has three houses rich with Spanish flavor to sweeten the move.",17-Dec-12,S35E01,"Dreams Come True for an Expecting Family in Rota, Spain",1.0,35.0,2012.0,San Diego,United States,Rota,Spain,0,"San Diego, United States","Rota, Spain",All,"San Diego, California, United States","Rota, 11520, Andalusia, Spain",32.7174202,-117.1627728
1144,"When their best friend moved to Alexandra Headlands, Australia, Molly and Sara decided to give up life in their icy hometown of Kelowna, British Colombia to find their place in the sun. But with only one percent of rentals available, this threesome will have to battle the market and each other's diverging priorities as House Hunters International surfs into Alexandra Headlands, Australia.",20-Aug-13,S55E11,"Three's company in Alexandra Headland, AUS",11.0,55.0,2013.0,Kelowna,Canada,Alexandra Headlands,Australia,0,"Kelowna, Canada","Alexandra Headlands, Australia",All,"Kelowna, British Columbia, Canada","Alexandra Headland, 4572, Sunshine Coast, Queensland, Australia",49.8879177,-119.495902
1145,"Jessea has dreamed of adventure for 20 years, and has finally saved enough to make it happen. She is leaving Santa Barbara and is ready to find a home on the Placencia peninsula in southern Belize. Her son and his friend join her in the hunt for a beachfront dream home with a boat dock and plenty of space for her art.",9-Jun-16,S92E06,A Dream House in Belize,6.0,92.0,2016.0,Santa Barbara,United States,Placencia,Belize,0,"Santa Barbara, United States","Placencia, Belize",All,"Santa Barbara, California, United States","Placencia Caye, Belize",34.4221319,-119.702667
1146,"After two years of renting, Hubert is ready to buy his fist home and put down permanent roots in London. He wants to find a bachelor pad as close as financially possible to pricy Central London, but his mom is thinking long term.  She believes that her son should look to the suburbs and invest in a property fit for a family.",10-Feb-17,S102E09,'Burbs of London,9.0,102.0,2017.0,London,England,London,England,0,"London, England","London, England",All,"London, England, United Kingdom","London, England, United Kingdom",51.5073359,-0.12765
1147,"After the loss of a job in Texas, a couple and their two daughters are seizing the opportunity to reinvent themselves in Castelli Romani, Italy. He fears the family is holding on to Texas-sized expectations and wants to downsize while the family lives on one income, but she believes their two daughters can transition easily in a spacious home with a pool.",31-Jul-17,S108E12,Castelli Fit For A Texan,12.0,108.0,2017.0,Texas,United States,Castelli Romani,Italy,0,"Texas, United States","Castelli Romani, Italy",All,"Texas, United States","Parco Regionale dei Castelli Romani, Italy",31.2638905,-98.5456116
1148,"When a job opens up in the Midlands area of England, a Texas couple decides to jump on the opportunity to share a new culture with their kids. When it comes to finding a new home, however, they have very different priorities. She's worried about modern conveniences and living close to town, but he wants a thatched-roof cottage chock-full of English charm.",7-Aug-17,S109E06,Stuck in the Midlands With You,6.0,109.0,2017.0,Texas,United States,Midlands,England,0,"Texas, United States","Midlands, England",All,"Texas, United States","East Midlands Airport, Airport Trail, DE74 2HN, Airport Trail, North West Leicestershire, England, United Kingdom",31.2638905,-98.5456116
1149,"Robbie and Lindsay decide to move their two small children from Portland, Oregon, to Norwich, England, to expand his computer consulting business. Lindsay isn't sold on raising the kids in the city, but Robbie doesn't want a long commute to his office every day, so they'll have to negotiate schools, commute and budget in their quest to find the perfect English home.",17-Dec-17,S116E04,Negotiating in Norwich,4.0,116.0,2017.0,Portland,United States,Norwich,England,0,"Portland, United States","Norwich, England",All,"Portland, Oregon, United States","Norwich, England, United Kingdom",45.5202471,-122.674194
1150,"A couple with three sons is tired of the Toronto rat race and decides to move the family to Valencia, Spain, where there's a better work-life balance, warm beaches and lots of European history. She's willing to sacrifice living space to be in the city center, but he's more forward thinking and sees them needing more room as the kids get older.",27-Dec-17,S116E09,"Family First in Valencia, Spain",9.0,116.0,2017.0,Toronto,Canada,Valencia,Spain,0,"Toronto, Canada","Valencia, Spain",All,"Toronto, Toronto, Ontario, Canada","Valencia, Valencian Community, Spain",43.6534817,-79.3839347
1151,"A woman is tired of watching her husband work his life away at a high-stress job in Silicon Valley, California, so they're heading to Amsterdam for a slower pace. They want to start their own business and need an apartment with plenty of room, but while she's not bothered by spending more for comfort, he wants to stick to a strict budget.",23-Jul-18,S118E07,From Silicon Valley to Amsterdam,7.0,118.0,2018.0,California,United States,Amsterdam,Netherlands,0,"California, United States","Amsterdam, Netherlands",All,"California, United States","Amsterdam, North Holland, Netherlands",36.7014631,-118.755997
1153,"A couple leaves Riga, Latvia, to be closer to her corporate headquarters in Vienna, Austria. While he wants an eclectic apartment closer to city center, she would prefer a Scandinavian-style place away from the hustle and bustle. Accustomed to the smaller, affordable town of Riga, their budget will be front in center in the considerably larger and more expensive city of Vienna.",17-Sep-18,S126E02,All About Style in Vienna,2.0,126.0,2018.0,Riga,Latvia,Vienna,Austria,0,"Riga, Latvia","Vienna, Austria",All,"Riga, Vidzeme, Latvia","Vienna, Austria",56.9493977,24.1051846
1154,"A couple decides to move to Italy so he can go back to school and pursue a whole new career. He's zeroed in on the full city experience for the family's four small children in historical downtown Bologna, but she's thinking of the big picture and thinks their home life should be a little more like what they had in St. Louis.",8-Aug-18,S127E10,Experience vs Space in Bologna,10.0,127.0,2018.0,St. Louis,United States,Bologna,Italy,0,"St. Louis, United States","Bologna, Italy",All,"St. Louis, Missouri, United States","Bologna, Emilia-Romagna, Italy",38.6280278,-90.1910154
1155,"New Yorkers Jeff Ballinger and Mary Schiller recently began the first steps toward making their dream together a reality. After honeymooning in Paris, they knew they wanted their own vacation property in France. Now, they've moved out of their house and into a smaller condo in the Bronx, NY and have begun their search for a pied a terre in Paris.",27-Mar-09,,Vacation Home in Paris,,,2009.0,"New York, New York",United States,Paris,France,0,"New York, New York","Paris, France",All,"New York, New York, United States","Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Ile-de-France, France",40.7127281,-74.0060152
1157,"After living apart for a year, Adam and Rebecca are reuniting. Adam's leaving the family business behind in Bathurst, Australia to help his wife run a children's school in Kathmandu, Nepal. But will the culture and the lack of modern amenities be too much for Adam to handle? Find out as House Hunters International browses the busy streets of Kathmandu, Nepal.",12-Sep-12,S42E01,"A Couple Moves to Kathmandu, Nepal to Open A Children's School",1.0,42.0,2012.0,Bathurst,Australia,Kathmandu,Nepal,0,"Bathurst, Australia","Kathmandu, Nepal",All,"Bathurst, 2795, New South Wales, Australia","Kathmandu, 46600, Bagmati Pradesh, Nepal",-33.4166378,149.5804943
1161,"Julie loved her life in Kansas, so when her husband Ben received a call to return to Asia, she wasn't immediately sold. Ben wants to find a traditional Japanese home and totally immerse the family in the local culture. But with a new baby on the way, Julie is focused on comfort and familiarity, so she's looking for a Western-style home.",2-Nov-16,S98E08,Opinions In Okazaki,8.0,98.0,2016.0,Kansas,United States,Okazaki,Japan,0,"Kansas, United States","Okazaki, Japan",All,"Kansas, United States","Okazaki, Aichi Prefecture, Japan",38.27312,-98.5821872
1162,"California couple Ashley and Mark recently welcomed their first child, Campbell. Shortly after the birth of their son, philosopher and professor Mark was awarded a prestigious fellowship, giving him the opportunity to work alongside other great minds in his field at a university in Austria. Now the young family of three is looking for a place to call home in Salzburg.",19-Oct-16,S99E02,Raising a Family in Salzburg,2.0,99.0,2016.0,California,United States,Salzburg,Austria,0,"California, United States","Salzburg, Austria",All,"California, United States","Salzburg, 5020, Salzburg, Austria",36.7014631,-118.755997
1172,"Tired of waiting to enjoy their lives, a couple decides to become digital nomads in the lovely town of Puerto Morelos, Mexico. They've sold everything they own in Texas to downsize to a simpler life, but once they cross the border with their two dogs, they realize that a new town and a new country may be stressful in unforeseen ways.",16-Jan-19,S132E06,More or Less in Puerto Morelos,6.0,132.0,2019.0,Texas,United States, Puerto Morelos,Mexico,0,"Texas, United States"," Puerto Morelos, Mexico",All,"Texas, United States","Puerto Morelos, Quintana Roo, Mexico",31.2638905,-98.5456116
1173,"A newly engaged couple that has never left Philadelphia or lived under the same roof together decides to take the leap and move to Sydney to pursue a job opportunity. But these two are challenged to figure out their new country, new home and new set of relationship rules with nothing familiar around to hold them back or prop them up.",17-Dec-18,S132E12,"New Love, New Home, New Rules in Sydney",12.0,132.0,2018.0,Philadelphia,United States,Sydney,Australia,0,"Philadelphia, United States","Sydney, Australia",All,"Philadelphia, Pennsylvania, United States","Sydney, New South Wales, Australia",39.9527237,-75.1635262
1175,"Philadelphia newlyweds have decided to make Prague, Czech Republic -- one of Europe's most romantic cities -- their new home. They hope their European adventure will be centered in an apartment that will blend the city's old, historic feel with elegant modernity but have a difficult time finding a place that's both close to his job and near the city center.",3-Jun-19,S135E13,Newlyweds in Prague,13.0,135.0,2019.0,Philadelphia,United States,Prague,Czech Republic,0,"Philadelphia, United States","Prague, Czech Republic",All,"Philadelphia, Pennsylvania, United States","National Library of the Czech Republic, 190, Karlova, 11000, Karlova, Prague, Prague, Czechia",39.9527237,-75.1635262
1176,"Soon-to-be newlyweds are excited to follow a job opportunity to Perth, Australia. She loves her family, however, and laments the fact that Perth is the farthest physical point on the planet from her hometown of Boston. Life may soon turn upside down for this couple but the warm climate and amazing Australian beaches may be just what they need to thrive.",12-Jul-19,S140E09,Far Away from Boston,9.0,140.0,2019.0,Boston,United States,Perth,Australia,0,"Boston, United States","Perth, Australia",All,"Boston, Massachusetts, United States","Perth, 6000, Western Australia, Australia",42.3554334,-71.060511
1178,"A lifelong New Yorker decides it's time for a big change so he sells everything and chases his dream of producing global music in Phnom Penh, Cambodia. With nothing left to go back to in the Big Apple, he's all-in on his new city but quickly realizes the Khmer lifestyle might be more of a culture shock than he'd planned for.",10-Jul-19,S144E11,New Life in Phnom Penh,11.0,144.0,2019.0,"New York, New York",United States,Phnom Penh,Cambodia,0,"New York, New York","Phnom Penh, Cambodia",All,"New York, New York, United States","Phnom Penh, 120203, Khan Daun Penh, Phnom Penh Municipality, Cambodia",40.7127281,-74.0060152
1179,"Mark and Carolle Cotter love living in Northridge, California and find it to be the perfect place to raise their six-year old son. However, life is all work and not a lot of play, so after visiting Costa Rica's Lake Arenal, the Cotters decided to look for a restful vacation home there with beautiful and relaxing views of the lake.",11-May-09,,Costa Rica Vacation Home,,,2009.0,"Northridge, California",United States,Lake Arenal,Costa Rica,0,"Northridge, California","Lake Arenal, Costa Rica",All,"Northridge, 91324, Los Angeles, California, United States","Lake Arenal, 50801, Costa Rica",34.2345615,-118.5369316
1182,"High school sweethearts Libby and TJ are following Libby's career to Cheltenham, England. TJ is very reluctant to move because he and his fashion business are ensconced in Wilmington, North Carolina. But, the love of his life wants to live abroad, so the couple must confront their lifestyle differences and learn to compromise to make the move a good experience.",14-Dec-16,S100E07,"Challenges in Cheltenham, England",7.0,100.0,2016.0,"Wilmington, North Carolina",United States,Cheltenham,England,0,"Wilmington, North Carolina","Cheltenham, England",All,"Wilmington, North Carolina, United States","Cheltenham, England, United Kingdom",34.2257282,-77.9447107
1184,"A Pennsylvania native jumps at the opportunity to live abroad with her boyfriend after he is presented with a job opportunity in Warsaw, Poland. But while she insists on having all the comforts of home, he is content living with the bare minimum. In the end, they must decide on splurging on a home or saving up for international exploration.",11-Jan-18,S115E05,Brave New Warsaw,5.0,115.0,2018.0,Pennsylvania,United States,Warsaw,Poland,0,"Pennsylvania, United States","Warsaw, Poland",All,"Pennsylvania, United States","Warsaw, Poland",40.9699889,-77.7278831
1185,"A couple with young daughters decides to follow their hearts to Cadiz, Spain, after learning their jobs are being moved to Texas. He hopes to find a place close to the beach where he can keep up with his daily surfing ritual, but she wants to live in the historical old town and fully immerse the family in European culture.",3-Aug-18,S123E11,From California to Cadiz,11.0,123.0,2018.0,California,United States,Cadiz,Spain,0,"California, United States","Cadiz, Spain",All,"California, United States","Cádiz, Andalusia, Spain",36.7014631,-118.755997
1189,"An unexpected job offer in Landshut, Germany, allows newlyweds to achieve their dream of moving to Europe. He's excited about the new opportunity but she loves her job and friends in North Carolina and is determined to prioritize a city location for herself over his commute. He's not giving in too easily but will his power of persuasion be enough?",15-Aug-18,S129E01,Alone in Landshut,1.0,129.0,2018.0,North Carolina,United States,Landshut,Germany,0,"North Carolina, United States","Landshut, Germany",All,"North Carolina, United States","Landshut, Bavaria, Germany",35.6729639,-79.0392919
1193,"San Diego empty nesters are looking forward to their next phase in Mexico. She wants luxurious amenities and space for the kids to visit, no matter the cost. He's taking a more conservative approach with the dollars and cents. The search is upended when she falls in love with a resort-style condo with Mexican flair and a big price tag.",11-Aug-22,S177E04,Empty Nest and Wallet in Los Cabos,4.0,177.0,2022.0,San Diego,United States,Los Cabos,Mexico,0,"San Diego, United States","Los Cabos, Mexico",All,"San Diego, California, United States","Los Cabos Municipality, Baja California Sur, Mexico",32.7174202,-117.1627728
1194,"Small town Natalie has never been far from family- until adventurous Ryan whisks her away to the pulsating metropolis of Bangkok, Thailand. Will Natalie embrace the bustling bedlam of the city and house hunt? Or will homesickness lead her back to the friendly confines of California? Find out, when House Hunters International imbibes in the scintillating flavor of Bangkok.",12-Sep-11,S26E09,"One Plight in Bangkok, Thailand",9.0,26.0,2011.0,California,United States,Bangkok,Thailand,0,"California, United States","Bangkok, Thailand",All,"California, United States","Bangkok, 10200, Bangkok, Thailand",36.7014631,-118.755997
1196,"With tough economic times in California hindering her artistic creativity, Artist Jen Tenance is moving to Santiago, Chile to find fresh inspiration and begin a new start. But facing a tight market with limited means, fulfilling Jen's creative reveries will mean a compromise in her desired style, budget or location, as House Hunters International focuses in on Santiago, Chile.",25-Feb-13,S50E04,The Red Hot Chile Painter,4.0,50.0,2013.0,California,United States,Santiago,Chile,0,"California, United States","Santiago, Chile",All,"California, United States","Santiago, Santiago Metropolitan Region, Chile",36.7014631,-118.755997
1197,"After 30 years of career and family life in California, Patty is moving back to Italy to care for her aging parents in her hometown of Chioggia. Patty's eager to reconnect with her roots, and though she faces limited rental options, she's uncompromising about her adopted American standards when House Hunters International angles for a balance in Chioggia, Italy.		",21-Jan-14,S60E07,"California Dreaming in Chioggia, Italy",7.0,60.0,2014.0,California,United States,Chioggia,Italy,0,"California, United States","Chioggia, Italy",All,"California, United States","Chioggia, 30015, Veneto, Italy",36.7014631,-118.755997
1198,"Chicago native Elizabeth is excited to begin college in Stockholm, Sweden. But student housing is hard to come by, so she's being forced to buy an apartment. She's looking to cut down costs by sharing a two-bedroom apartment with her friend, Ronja. But, sticker shock could force them to give up their dream of living in Stockholm's city center.",19-Jan-16,S88E03,Stockholm Sticker Shock,3.0,88.0,2016.0,Chicago,United States,Stockholm,Sweden,0,"Chicago, United States","Stockholm, Sweden",All,"Chicago, Illinois, United States","Stockholm, 111 29, Sweden",41.8755616,-87.6244212
1199,"Seth, Ashley and their three children are moving to Cochabamba, Bolivia, after years of living in Mississippi. Hoping to immerse their kids in a different culture, this couple also wants to find a large home where they can host the local youth community. Their wish list is large but their budget is not, so something has got to give.",14-Jul-16,S90E10,"Finding Purpose in Cochabamba, Bolivia",10.0,90.0,2016.0,Mississippi,United States,Cochabamba,Bolivia,0,"Mississippi, United States","Cochabamba, Bolivia",All,"Mississippi, United States","Cochabamba, Cochabamba, Bolivia",32.9715285,-89.7348497
1200,"Jody is burnt out from her high-pressure tech job in Seattle, so she decides to risk everything and head to Puerto Viejo de Talamanca, Costa Rica, to open a bed and breakfast. She must find a place that is comfortable for her 2 dogs and keeps the funds rolling in while she establishes her new life as the hostess-with-the-mostess.",24-Nov-16,S98E12,Tallying up Talamanca,12.0,98.0,2016.0,Seattle,United States,Puerto Viejo de Talamanca,Costa Rica,0,"Seattle, United States","Puerto Viejo de Talamanca, Costa Rica",All,"Seattle, Washington, United States","Correos de Costa Rica - Talamanca, Avenida 71, 70403, Avenida 71, Cahuita, Limón Province, Costa Rica",47.6038321,-122.330062
1202,"After selling the family business, Montana residents Amy and Josh decide to take a sabbatical with their daughter to Valencia, Spain. Amy wants to soak up the culture and enjoy family time while living in the historical section of the city, but Josh wants to live in a sleek and modern flat with room for his collection of bicycles.",19-Jan-18,S116E05,"Taking a Sabbatical in Valencia, Spain",5.0,116.0,2018.0,Montana,United States,Valencia,Spain,0,"Montana, United States","Valencia, Spain",All,"Montana, United States","Valencia, Valencian Community, Spain",47.3752671,-109.638757
1203,"After 17 years together, a sports reporter and economics teacher are moving from suburban New York to Surrey, England, with their two teenage girls. Looking to leave the city grind for the slower pace of the English countryside, the couple hopes to find a home with character and charm that will fit their new lifestyle -- and their budget!",27-Mar-18,S121E06,The English Countryside,6.0,121.0,2018.0,"New York, New York",United States,Surrey,England,0,"New York, New York","Surrey, England",All,"New York, New York, United States","Surrey, England, United Kingdom",40.7127281,-74.0060152
1207,"An adventurous woman and her family decide to uproot their comfortable lives in Missouri so she can attend dental school in Cairns, Australia. Its lush, tropical rainforest and access to the wild-blue expanses of the Great Barrier Reef were too stunning of a backdrop to resist but now they must rely on their life savings to fund their reset.",28-May-19,S139E10,Fighting Cavities in Cairns,10.0,139.0,2019.0,Missouri,United States,Cairns,Australia,0,"Missouri, United States","Cairns, Australia",All,"Missouri, United States","Cairns, 4870, Queensland, Australia",38.7604815,-92.5617875
1212,"Newlywed Cory's company offered him the opportunity to transfer from San Francisco to their newly-launched Shoreditch office. Cory, with his new wife Lynn, packed up and left for London. They are looking forward to planting some roots, meeting people, and making the city really feel like home. Watch as House Hunters International takes a leap to London's Shoreditch.",21-Nov-12,S47E02,Corey and Lynn Trade a Perfect Life in Hilly San Francisco for a Cool Vibe in East London,2.0,47.0,2012.0,San Francisco,United States,London,England,0,"San Francisco, United States","London, England",All,"San Francisco, California, United States","London, England, United Kingdom",37.7790262,-122.419906
1213,"A family with three young kids relocates to Wellington, New Zealand, from New York City for a job opportunity. He is dying to have a backyard, a garage and an awesome bike commute to work. But after living in New York City most of her life, she questions if she could ever be too far from the city.",6-Oct-16,S95E03,"Get Wellington, New Zealand",3.0,95.0,2016.0,"New York, New York",United States,Wellington,New Zealand,0,"New York, New York","Wellington, New Zealand",All,"New York, New York, United States","Radio New Zealand, 155, The Terrace, 6145, The Terrace, Wellington, Wellington, New Zealand",40.7127281,-74.0060152
1215,"An Ohio couple intent on buying a second home in Puerto Escondido, Mexico, downsizes their possessions and assesses their priorities. Tim wants to stick to the budget so his wife, Diana, can retire and enjoy the sun, surf and sand. Diana is more interested in living close to town in a turn-key home, which may stretch their budget.",12-Jul-17,S106E01,Second Home in Mexico,1.0,106.0,2017.0,Ohio,United States,Puerto Escondido,Mexico,0,"Ohio, United States","Puerto Escondido, Mexico",All,"Ohio, United States","Puerto Escondido, 71800, Oaxaca, Mexico",40.2253569,-82.6881395
1219,"A woman and her two dogs are trading in the San Diego city life for the rustic charm of Donegal, Ireland. After spending a few years selling off two businesses and her home to make the trip abroad, she hopes to find a home in the country where she can be surrounded by her biggest passion -- animals.",16-Mar-18,S119E08,Dreaming in Donegal,8.0,119.0,2018.0,San Diego,United States,Donegal,Ireland,0,"San Diego, United States","Donegal, Ireland",All,"San Diego, California, United States","County Donegal, Ireland",32.7174202,-117.1627728
1220,"A couple is taking advantage of his German citizenship and moving the family to Berlin. He'll be broadcasting his Seattle radio show abroad and wants a home with a work studio close to activities Berlin has to offer. However, she prefers a house close to the kids' school, even it means being further away from the city center.",10-Apr-18,S120E10,Finding Balance in Berlin,10.0,120.0,2018.0,Seattle,United States,Berlin,Germany,0,"Seattle, United States","Berlin, Germany",All,"Seattle, Washington, United States","Berlin, Germany",47.6038321,-122.330062
