index,ep_summary,air_date,ep_nums,ep_title,episode,season,year,MoveFromCity,MoveFromCountry,MoveToCity,MoveToCountry,NumBlanks,Origin,Destination,GeoCategory,lat_orig,lon_orig,lat_dest,lon_dest,distance_km,Skip,InputDataKey
626,"Texan Liz Knight started her love affair with Italy's capital city when she was 18. After living there for four years, Liz moved back to Texas to train as a lawyer and save up for her return to Rome and now her dream is finally coming true. She knows she'll have to sacrifice space for her budget, but a bigger challenge arises when the choice comes down to location or city views. With the help of real estate agent David De Arce, Liz searches for the perfect apartment when House Hunters International returns to Rome, Italy.",4-Mar-13,S50E02,"A Return to Rome, Italy",2,50,2013,Texas,United States,Rome,Italy,0,"Texas, United States","Rome, Italy",All,31.2638905,-98.5456116,41.8933203,12.4829321,9252.58,Can get data,0
627,"Beth Morehart knew that when her newlywed husband Tyler enlisted in the Coast Guard, it would have an impact on their family. With Tyler gone for weeks at a time at sea, Beth has grown weary of their long stretches apart. Not only is she missing time with Tyler, but he is also away from their one-year-old daughter, Alaina. So when an opportunity came to get off the boat and into the office, Beth pushed him to seize the chance. The assignment is a win-win for Beth, because not only does she get to spend more time with her husband, but their whole family gets to do it basking in the sun of picturesque Puerto Rico. The problem however, is Tyler and Beth have never really shared the same space since saying, I do, so they're going to have to learn about their new surroundings while figuring each other out. Fortunately, they have help finding a house at their $1,800 a month budget from real estate agent Raquel Esquenazi. The thing Raquel may not be able to assist with is helping Beth and Tyler adjust to life under the same roof. Watch as the Moreharts try to learn about themselves and the rich ports of San Juan when House Hunters International travels to Puerto Rico.",21-Feb-13,S50E03,"Coming Ashore in San Juan, Puerto Rico",3,50,2013,,,San Juan,Puerto Rico,2,,"San Juan, Puerto Rico",All Destination,,,,,,Can not get data,0
628,"With tough economic times in California hindering her artistic creativity, Artist Jen Tenance is moving to Santiago, Chile to find fresh inspiration and begin a new start. But facing a tight market with limited means, fulfilling Jen's creative reveries will mean a compromise in her desired style, budget or location, as House Hunters International focuses in on Santiago, Chile.",25-Feb-13,S50E04,The Red Hot Chile Painter,4,50,2013,California,United States,Santiago,Chile,0,"California, United States","Santiago, Chile",All,36.7014631,-118.755997,-33.4377756,-70.6504502,9257.56,Can get data,0
629,"When Chris Maloney's PhD program offered an internship in Leuven, Belgium he leapt at the chance to study abroad. Now, new wife, Kelly is giving up her job and leaving her friends and family in Rochester to join him, but they're discovering that they want very different homes. She desires the historic districts Old Europe charms, while engineer Chris wants modern, clean lines. Find out if they can settle on a home that makes them both happy, when House Hunters International takes a bite out of Leuven, Belgium.",14-Jun-13,S50E05,"Interning in Leuven, Belgium",5,50,2013,"Rochester, New York",United States,Leuven,Belgium,0,"Rochester, New York","Leuven, Belgium",All,43.157285,-77.615214,50.879202,4.7011675,5969.69,Can get data,0
630,"After graduating from college, Vivi felt restless. Unsure about her next step, she traveled to Buenos Aires and there found inspiration in its frenetic streets so different from what she's known. So she's breaking out from the shelter of Boise to teach English in South America. Her concerned parents and new friend all have opinions on what will make the best home and real estate agent Victoria Pease will show her all the options, but in the end, Vivi has to choose for herself. Watch, when House Hunter International grows up in Buenos Aires, Argentina.",28-Mar-13,S50E06,"Bound for Buenos Aires, Argentina",6,50,2013,"Boise, Idaho",United States,Buenos Aires,Argentina,0,"Boise, Idaho","Buenos Aires, Argentina",All,43.6166163,-116.200886,-34.6075682,-58.4370894,10479.09,Can get data,0
631,"After years of layovers in Nicaragua, Wisconsin pilot Scott always dreamt of living there and after meeting Lucia, he knew Granada was home. They started their new life in Wisconsin, but Lucia missed her family. Scott decided it was finally time to make the permanent move, but they quickly realize their $350,000 budget doesn't leave room to satisfy both of their expectations. He wants the gorgeous Granada he fell in love with but she just wants space to be with her family. Watch House Hunters International as Scott and Lucia find the perfect house for her homecoming in Granada, Nicaragua.",7-Mar-13,S50E07,"A Homecoming in Granada, Nicaragua",7,50,2013,Wisconsin,United States,Granada,Nicaragua,0,"Wisconsin, United States","Granada, Nicaragua",All,44.4308975,-89.6884637,11.8134002,-85.9031625,3644.89,Can get data,0
632,"Rod and Michelle fell in love with the people of the Dominican Republic when they hosted minor league baseball players from the island in their Montana home. Their fondness for the country grew deeper after visiting the isle and experiencing its culture first hand. Now the couple wants to purchase a vacation home in the north-east town of Cabarete but can only fulfill their dream by splitting the cost with Michelle's parents Pat and Angie. The foursome must find a home that meets everyone's needs, and has enough privacy for two couples to coexist. Watch as Rod and Michelle find a true vacation getaway when House Hunters International gets caliente in Cabarete, Dominican Republic.",14-Mar-13,S50E08,"Parents and Kids Cohabitate in Cabarete, Dominican Republic",8,50,2013,Montana,United States,Cabarete,Dominican Republic,0,"Montana, United States","Cabarete, Dominican Republic",All,47.3752671,-109.638757,19.7490157,-70.4128435,4677.59,Can get data,0
633,"Life in the military can often mean lots of moving around. After starting their family in Gulf Port, Mississippi, James and Brooke knew they wanted to expand young Josiah's horizons. When the Navy offered James a position in Naples, they jumped at the opportunity. They're looking for a home that will give them the European life they want to show Josiah, but will also give them the comfort and security they feel back home. Moving to a city that dates back to the 2nd millennium BC can really add some challenges as James and Brooke will find out, when House Hunters International sets sail for Naples, Italy.",20-Feb-13,S50E09,A Stationing of a Lifetime in Naples,9,50,2013,"Gulf Port, Mississippi",United States,Naples,Italy,0,"Gulf Port, Mississippi","Naples, Italy",All,40.813928,-91.0862558,40.8358846,14.2487679,8226.33,Can get data,0
634,"With the ability to work from anywhere as a web performance engineer Willie Jackson is switching things up and moving to Buenos Aires. While he loves his friends, his apartment, and the food he has in Harlem, New York, he hopes to get a taste of a new culture abroad in Argentina. Having never lived overseas, he's enlisting his friend Dan to show him around the barrios of Buenos Aires and help him find the perfect one bedroom rental. Watch as Willie tries to get past his expectations and embrace the South American style when House Hunters International goes to Buenos Aires, Argentina.",13-Feb-13,S50E10,"Bachelor Pad in Buenos Aires, Argentina",10,50,2013,"New York, New York",United States,Buenos Aires,Argentina,0,"New York, New York","Buenos Aires, Argentina",All,40.7127281,-74.0060152,-34.6075682,-58.4370894,8525.55,Can get data,0
635,"Young American newlyweds Stephanie and Ryan Palmer moved in with her parents after their wedding, in anticipation of their big move to Spain. With an opportunity for Ryan to teach English, he is living his dream. Despite her lack of knowledge of the Spanish language, Stephanie is taking the bold move with him. Watch as the Palmers try to find their perfect first home together as husband and wife, as House Hunters International goes to Cartaya, Spain.",11-Mar-13,S50E11,"Leaving Pennsylvania for Cartaya, Spain",11,50,2013,Pennsylvania,United States,Cartaya,Spain,0,"Pennsylvania, United States","Cartaya, Spain",All,40.9699889,-77.7278831,37.2829111,-7.1545752,5931.8,Can get data,0
636,"When Justin Mecklenborg accepts a new job in Loreto Baja Mexico, his wife Tamra and their two kids and Labrador Sam load up the family wagon and head south from San Diego to the sunny shores of Mexico. But with Justin extremely busy at work, how will stay-at-home Mom Tamra adjust to life in a new country where she and her children don't even speak the language? Further complicating matters is the couple's apparent split on important issues surrounding their new home. While Justin prioritizes a short commute to work and plenty of space to entertain clients, Tamra is more concerned with the safety of her children and ensuring their new home has nothing that could be potentially hazardous to her two young kids. Will Justin relent and select a place that makes Tamra and the kids feel more at home or will Tamra and the needs of their kids take a back seat to career demands? Find out when House Hunters International goes to Baja!!",26-Mar-13,S50E12,Baja-liday Road,12,50,2013,"San Diego, California",United States,Loreto Baja ,Mexico,0,"San Diego, California","Loreto Baja , Mexico",All,32.7174202,-117.1627728,26.0097913,-111.3452523,934.54,Can get data,0
637,"With her husband Greg working long hours as a city planner, Jennifer demanded that her family take one weekend away to reconnect. They discovered the Mexican resort town of Puerto Penasco and began to notice the transformative effect that it had on their sons, who have been diagnosed on the autism spectrum, and decided to it was time to put down roots in this special place. But while Greg and Jennifer are both united as fierce advocates for their sons, they are divided on just about everything else in their house search. Jennifer is willing to go over budget to get her family the best space inside while Greg is looking outside for a spectacular view that's under budget. Their real estate agent desperately tries to bring them together when House Hunters International heads to beautiful Puerto Penasco, Mexico.",28-Mar-13,S50E13,Peaceful in Puerto Penasco,13,50,2013,,,Puerto Penasco ,Mexico,2,,"Puerto Penasco , Mexico",All Destination,,,,,,Can not get data,0
638,"After being engaged in Turkey and married in Tanzania, travel loving Chicago couple Bill and Jamie are up for a new adventure. So when Jamie is awarded a Fullbright scholarship to teach and work in Budapest, Bill quickly finds a teaching job of his own, and they pack their bags. Once in Budapest they face an unexpected challenge. It's turning out to be harder than that thought to find a traditional Hungarian home without sacrificing comfort or blowing their budget. Will Jamie convince Bill to settle for a low cost but run-down apartment that will leave them with extra money to do the traveling they love? Can Bill convince Jamie that price is no object if they can live in an Historical abode on the banks of the Danube river? Find out when House Hunters International satisfies your hunger for Budapest, Hungary.",6-Mar-13,S51E01,Hunting for an Historical Hungarian Home,1,51,2013,"Chicago, Illinois",United States,Budapest,Hungary,0,"Chicago, Illinois","Budapest, Hungary",All,41.8755616,-87.6244212,47.48138955,19.14609413,7751.23,Can get data,0
639,"After being together for 20 years, travel loving Maryland couple Jon and Charles jump at chance to move with their 3 children, 3 and under, to London England for Jon's Job. Once in London they realize that they each have very different ideas about the budget. While Jonathan is willing to spend $10,000 per month, Charles thinks they can handle 10,000 pounds (10,000 Pounds = approximately $16,000 UDS). Will Charles be able to convince Jon to hit the top of their budget in order to be in a beautiful home close to downtown? Will Jon persuade Charles to live in a roomy home further out of the city center? Find out when House Hunters International crosses the Pond to London England.",29-Apr-13,S51E02,Two Dads Move their Family to London,2,51,2013,Maryland,United States,London,England,0,"Maryland, United States","London, England",All,39.5162401,-76.9382069,51.5073359,-0.12765,5847.22,Can get data,0
640,"Kim lived in Iceland as a teenager and never thought she would return, but when Iceland's financial crisis threatened her parent's non-profit business, she and husband Andy agreed that moving back to Reykjavik to help her parents might also be the perfect opportunity to help themselves. So, sick of the daily grind, the couple trades their hot summers for hot springs, set on finding a Texas-sized house in Reykjavik for themselves and their young son. But there aren't many apartments opening up, and when they do become available, they're gone the same day. With the pressure mounting to secure a family-friendly space fast, Kim and Andy will need to find a way to fulfill their big Texas dreams in the badlands of Reykjavik, Iceland.",22-Mar-13,S51E03,"Trading Down Home Texas for Down Jackets in Reykjavik, Iceland",3,51,2013,Texas,United States,Reykjavik,Iceland,0,"Texas, United States","Reykjavik, Iceland",All,31.2638905,-98.5456116,64.145981,-21.9422367,6271.35,Can get data,0
641,"Three years after their engagement lead them to live in relaxed Exmouth, Australia, Sinead and Paul are packing their bags to move into a settled future in her hometown of Perth. It's always been Sinead's dream to live in the city, but to make her dream a reality, it means not only navigating the area's booming market, but also her high class tastes and fiance Paul's practical priorities, as House Hunters International slides into Perth, Australia.",1-May-13,S51E04,"What's Happiness Worth in Perth, Australia",4,51,2013,Exmouth,Australia,Perth,Australia,0,"Exmouth, Australia","Perth, Australia",All,-21.9324401,114.1258094,-31.9558933,115.8605855,1127.69,Can get data,0
642,"Jonathon and Quinn leave everything behind in San Francisco to pursue their dream of opening a socially conscious business in San Juan del Sur, Nicaragua. But its Quinn's first time in Central America, and although her heart is in the right place, her head can't handle the thought of sacrificing the comforts of home. At odds with Jonathon who is trying to save most of their money for the business, will Quinn be able to splurge for some luxuries? Or will Jonathan wind up championing for just the bare necessities? Find out when House Hunters International lands in San Juan del Sur, Nicaragua.",20-Mar-13,S51E05,"Socially Conscious in San Juan del Sur, Nicaragua",5,51,2013,"San Francisco, California",United States,San Juan del Sur,Nicaragua,0,"San Francisco, California","San Juan del Sur, Nicaragua",All,37.7790262,-122.419906,11.2536716,-85.8709492,4678.27,Can get data,0
643,"With a toddler and a new baby on the way, Johanna and Chris need to double their living space as they move from Paris to London for Chris's job in finance. The cool couple wants to find a family-friendly home that's also hip and close to the pubs and clubs. Their real estate agent navigates London's distinct neighborhoods, looking for a perfect balance between green space for the kids and nightlife for their parents. Can a happening family of four put down roots in trendy Shoreditch, or would the more sedate area of Islington be the better match for their new lifestyle? Find out as House Hunters International goes cool-hunting in London's most sought-after neighborhoods.",3-Jun-13,S51E06,Chasing London Cool for a Growing Family,6,51,2013,Paris,France,London,England,0,"Paris, France","London, England",All,48.8588897,2.320041022,51.5073359,-0.12765,342.15,Can get data,0
644,"After being separated by thousands of miles, Tiffany decided to move her family from California to be with her husband in Antigua while he follows his dream of attending Medical School. Their current home in Antigua is in a retirement community that's too far from the school and it also lacks the essential amenities that the family needs. With student loans mounting, they will have to stretch their dollar to find a more suitable home that the whole family can enjoy on House Hunters International.",21-Mar-13,S51E07,Anticipating a New Home in Antigua,7,51,2013,Antigua,Antigua and Barbuda,Antigua,Antigua and Barbuda,0,"Antigua, Antigua and Barbuda","Antigua, Antigua and Barbuda",All,17.2234721,-61.9554608,17.2234721,-61.9554608,0,Can get data,0
645,"After a Caribbean vacation, Rhode Islanders Rob and Ken decided St. John was where they wanted to be. So, they planned and saved for five years to make this dream come true. They're starting a new business so Rob wants a home near their pet shop, but real estate agent John McCann knows their $500,000 budget means they'll have to renovate if they want to be close to the city center. Ken is willing to roll up his sleeves if there is long term value, but Rob is unconvinced they can handle the challenges of rehabbing a home while starting a new life. See what happens when House Hunters International takes a risk in St. John, U.S. Virgin Islands.",3-May-13,S51E08,"To Renovate or Not To Renovate in St. John, U.S Virgin Islands",8,51,2013,Rhode Island,United States,"St. John Virgin Islands, United States",United States,0,"Rhode Island, United States","St. John Virgin Islands, United States",All,41.7962409,-71.5992372,18.33560135,-64.75504062,2661.85,Can get data,0
646,"John and Denise Obbagy have made frequent trips together to the U.S. Virgin Islands, and for them, there is no place better than St. John. Staying in St. John as often as they have, they've gotten to know the ins and outs of what it takes to make a vacation villa a success, so they decided to take a chance and try running one themselves. John sees this as a great opportunity to leave his construction business behind and live a simple life with Denise managing a move in ready investment property. Even with a one point three million dollar budget, finding a villa that satisfies Denise in tourist friendly and pricey Cruz Bay may not jibe with the stress free plan that John had in mind. Watch as Denise and John see the business side of being in paradise when House Hunters International sails to St. John in the U.S. Virgin Islands.",13-Mar-13,S51E09,"Managing Paradise in St. John, U.S. Virgin Islands",9,51,2013,,,"St. John Virgin Islands, United States",United States,2,,"St. John Virgin Islands, United States",All Destination,,,18.33560135,-64.75504062,,Can not get data,0
647,"When John Mocny's company offered him a position in Thailand, he leapt at the chance to bring his wife and family back to her home country. But wife Sopa is discovering that much has changed in Thailand while she's been gone for 30 years. She wants a traditional Thai home, while John's hoping for modern comforts. Find out if these fish out of water can find common ground, when House Hunters International returns to Pattaya, Thailand.",21-Mar-13,S51E10,Returning to Thai Roots,10,51,2013,,,Pattaya,Thailand,2,,"Pattaya, Thailand",All Destination,,,,,,Can not get data,0
648,"While Lindsay was singing with the Pittsburg Opera, she met and fell in love with a young patron named Linas. Shortly after, the love birds flew to his native Lithuania to live with his family and plan their wedding. One week after they tied the knot, the couple was en route to Stuttgart, Germany where Lindsay accepted a job at the city's Opera House. But, before she can begin work, the newlyweds must agree on an apartment that's quiet and close to public transit. With rentals hard to come by, will they be in for marital bliss or property pains? Find out, when House Hunters International takes the stage in Stuttgart, Germany.",25-Mar-13,S51E11,"Till Death Do Us Part, in Stuttgart, Germany",11,51,2013,,Lithuania,Stuttgart,Germany,1,,"Stuttgart, Germany",Missing Origin City,,,,,,Can not get data,0
649,"Roberto and Marla Diaz had been living a laid back life in Orange County California with their daughter Lily and Roberto's son Garrett, but a gradual decline in their children's book business led to Roberto seeking employment elsewhere. A new opportunity in Roberto's home country of Panama has led this family of surfing enthusiasts to head south towards the Panama Canal, but leaving California won't be as simple as packing their bags, as Roberto's son Garrett will be remaining in Orange County with his mother for school. Moving on to the next phase of their lives won't be easy without Garrett, and a conflicting set of priorities between Roberto and Marla will make this house hunt a challenge.  Roberto wants to live near work to maximize his time with family, but Marla isn't leaving her life in California for a sterile high-rise apartment. She wants ample outdoor space in which to garden, practice yoga and play with her daughter. Watch House Hunters International to see if Roberto will get his wish of living close to the city, or if Marla's love of the outdoors prevails in Panama.",18-Mar-13,S51E12,Flash in the Panama,12,51,2013,"Orange County, California",United States,,Panama,1,"Orange County, California",,Missing Destination City,,,,,,Can not get data,0
650,"Sharing a love for music and travel, Kevin and April met and fell in love with each other nine years ago in Reno. After seeing a struggling economy in Nevada they decided it was time to try life in a new country, so Kevin found a job in Wellington New Zealand. Kevin is set on finding a place with new views close to his work, while April wants the amenities she had back in America. Real Estate Agent Madeline struggles to get them both to appreciate the quirks in Kiwi housing when House Hunters International heads down to Wellington, New Zealand.",12-Feb-13,S51E13,"The Weird Quirks of Wellington, NZ",13,51,2013,"Reno, Nevada",United States,Wellington,New Zealand,0,"Reno, Nevada","Wellington, New Zealand",All,39.5261206,-119.8126581,-41.2850189,174.7742807,11152.59,Can get data,0
651,"Airline pilot Ashlan Richardson and his new wife Eliza are moving to the Middle East. A flight attendant from Cape Cod, Eliza is giving up her career as a flight attendant to be a homemaker in Muscat, Oman. After two years of flying in different directions, they are hoping to spend more time together. But the new culture and different way of life will be an adjustment, especially for Eliza. Watch as the Richardsons navigate the real estate market as House Hunters International goes to Muscat, Oman.",30-Apr-13,S52E01,"Leaving Cape Cod for Muscat, Oman",1,52,2013,"Cape Cod, Massachusetts",United States,Muscat,Oman,0,"Cape Cod, Massachusetts","Muscat, Oman",All,41.7988074,-69.99601347,23.5882019,58.3829448,11014.91,Can get data,0
652,"Rachael and Andrew fell in love after meeting each other their freshman year of college in Colorado. After graduation, work forced him back to his native Belize but the distance became too much too bear. After 2 years apart, Rachael is setting off for an adventure in Belize City, where Andrew and his friend, Real Estate agent Hugo Moguel, will try to find her the American amenities she is used to. But if Andrew wants to keep the price reasonable, something will have to give. House Hunters International gets a lesson in culture in Belize City, Belize.",24-May-13,S52E02,Belize City for a Beau,2,52,2013,Colorado,United States,Belize City,Belize,0,"Colorado, United States","Belize City, Belize",All,38.7251776,-105.607716,17.5000543,-88.2003115,2901.3,Can get data,0
653,"Rachel, a Pilates instructor, has been living in Bali, Indonesia for six months when her friend Amy escapes an unsatisfying life in Seattle to join her in the beautiful seaside town of Seminyak. Rachel has been living in her boss's home, and now the two must break out on their own to find a two bedroom, open-air house close to Rachel's Pilates studio. In Bali, rent must paid one year up front. For Amy, who doesn't have her own instructor job yet, this crimps the budget. And she's not yet able to ride a motor-bike, the primary way to get around Seminyak. The new roomies have to reconcile location and price as they search for spiritual fulfillment in Indonesia.",31-May-13,S52E03,"On the Hunt for a Life Change, Bali-Style",3,52,2013,"Seattle, Washington",United States,Seminyak,Indonesia,0,"Seattle, Washington","Seminyak, Indonesia",All,47.6038321,-122.330062,-8.6908357,115.1641975,13123.11,Can get data,0
654,"James has a growing career as a professional fitness coach. His prospects may be on the rise, but they come at a price: he's never able to stay in one place for very long, and his wife Amber is feeling unsettled. For over a decade, Amber has been a loyal partner to both James and his career, but now she has a dream of her own: she wants to stay in one place for a while. With a tight budget, a language barrier, and a demanding new job all in play, Amber and James will have to team up together to find a way to make Lisbon a dream city for them both.",25-Jul-13,S52E04,"Settling Down, But Never Settling for Less, in Lisbon Portugal",4,52,2013,,,Lisbon,Portugal,2,,"Lisbon, Portugal",All Destination,,,,,,Can not get data,0
655,"Following the success of their debut album, the band Cover Drive, has decided to return home to Barbados for inspiration on their sophomore album. Despite all having different personalities, these young musicians will have to find a place in their native home which they can all agree upon, without breaking the bank. Find out if this band can stick together in Barbados on House Hunters International.",8-May-13,S52E05,Band Moves Back Home to Barbados,5,52,2013,,,,Barbados,3,,,Destination Country,,,,,,Can not get data,0
656,"A military transfer moves the Buckleys from their San Diego home to Sicily, Italy. And while wife Jamie is excited to fit in with the locals and get an authentic Italian experience living off base, she is having a hard time handling the slow Sicilian pace and the lack of American conveniences. Will she find the house of her dreams before the military deadline? Or will she be forced to settle on something less than on par with her standards from the states? Find out when House Hunters International takes a bite out of Sicily, Italy.",12-Jun-13,S52E06,"Take the House, Leave the Cannoli in Sicily, Italy",6,52,2013,"San Diego, California",United States,Sicily,Italy,0,"San Diego, California","Sicily, Italy",All,32.7174202,-117.1627728,37.587794,14.155048,10712.92,Can get data,0
657,"As a twenty-something, native New Yorker Lauren found herself at home in Amsterdam's laid back lifestyle. After ten years of building her hectic career in the big apple, she's trading the stressful city life for the relaxed cafe culture she fell in love with. But in this small city's already limited market, Lauren's biggest challenge is overcoming her high expectations from the past, while she navigates her future, as House Hunters International cruises the canals of Amsterdam, The Netherlands.",7-May-13,S52E07,"Back to the Future in Amsterdam, The Netherlands",7,52,2013,"New York, New York",United States,Amsterdam,Netherlands,0,"New York, New York","Amsterdam, Netherlands",All,40.7127281,-74.0060152,52.3730796,4.8924534,5862.27,Can get data,0
658,"Young nurse Fiona Herring spent many happy summers vacationing with her family in Australia, her father's homeland. Now a job offer is giving her the chance to move and make a home with her boyfriend Patrick Milano. But the Sydney rental market is fierce, and they have only a few days to find a place to call home before Fiona's job begins. Will the challenge be too great for this young couple? Watch what happens as House Hunters International goes to Sydney, Australia.",18-Jun-13,S52E08,"Leaving Milton, Massachusetts for Sydney, Australia",8,52,2013,"Boston, Massachusetts",United States,Sydney,Australia,0,"Boston, Massachusetts","Sydney, Australia",All,42.3554334,-71.060511,-33.8698439,151.2082848,16239.99,Can get data,0
659,"Abby Gordon memorized maps of Paris before ever setting foot in France. So when a job transfer to the city of her dreams came up, she took the chance. Now, after five years of renting, Abby is ready to take her relationship with the city of light to the next level. She wants to buy an apartment that reflects her personal style. But in one of the priciest housing markets in the world, property consultant Adrian Leeds knows Abby will have to adjust her ideas of perfection. See what happens when House Hunters International settles down in Paris, France.",16-May-13,S52E09,"La Vie En Paris, France",9,52,2013,,,Paris,France,2,,"Paris, France",All Destination,,,,,,Can not get data,0
660,"Rosie's interest in diving landed her a job as an instructor in Australia. Sorry to leave her native England, but excited to start a new life in the tropics, Rosie is heading half way across the globe to the coastal town of Port Douglas. But, she'll soon find out the town's popularity means affordable homes in prime locations are hard to come by. When she dives into the property market, will she sink or swim? Find out when House Hunters International takes the plunge in Port Douglas, Australia.",23-May-13,S52E10,"Taking the Property Plunge in Port Douglas, Australia",10,52,2013,,England,Port Douglas,Australia,1,,"Port Douglas, Australia",Missing Origin City,,,,,,Can not get data,0
661,"David and Andrea fell in love years ago when he brought her to Puerto Vallarta on vacation. Now, with a hot property market in Mexico, businessman David wants to purchase a retirement home that he can rent out until his golden years. But while wife Andrea is looking for surf and sand views from a veranda, David's worried about profit margins and potential renters. Find out if these English expats can find a condo that satisfies them and future renters, when House Hunters International goes down Mexico way in Puerto Vallarta, Mexico.",6-Jun-13,S52E11,Potential Profits in Puerto Vallarta,11,52,2013,,,Puerto Vallarta,Mexico,2,,"Puerto Vallarta, Mexico",All Destination,,,,,,Can not get data,0
662,"Bob and his wife Monique have grown weary of cold winters in Frederick, Maryland and have set their sights south to Playa del Carmen, Mexico, one of their favorite vacation spots. They're not only considering buying a second home there, but they'd also like to expand their home restoration business to an international level. Finding the perfect second home won't be a walk on the beach as husband and wife have conflicting priorities. Bob, who manages the projects they take on, is more of a beach bum and wants to live near the ocean, while Monique, who heads up the planning and organization of projects and also runs a bed and breakfast out of their home on the side, is more interested in living near Playa del Carmen's many shops, restaurants and cafes. Further complicating matters is Bob and Monique's strict budget which will make getting everything on their wish lists a challenge. Watch House Hunters International to see if they find their heavenly hacienda or if reality falls short of their expectations in Playa del Carmen, Mexico.",22-May-13,S52E12,Playa Con Dios,12,52,2013,"Frederick, Maryland",United States,Playa del Carmen,Mexico,0,"Frederick, Maryland","Playa del Carmen, Mexico",All,39.415779,-77.4127562,20.6308643,-87.0779503,2283.15,Can get data,0
663,"Tech whiz kids Justin and Dustin are looking to escape the hustle and bustle of Brisbane and have decided to pack up and take on the Australian bush town of Kin Kin. They want to start their own company and become their own bosses. But with conflicting priorities and style preferences, Justin and Dustin will have to compromise. Find out if these two can agree on a bachelor pad when House Hunters International makes the trek to Kin Kin, Australia.",14-May-13,S52E13,"Escaping Big City Brisbane to Small Town Kin Kin, Australia",13,52,2013,Brisbane,Australia,Kin Kin,Australia,0,"Brisbane, Australia","Kin Kin, Australia",All,-27.4689682,153.0234991,-26.2623215,152.8696301,135.04,Can get data,0
664,"Darryl and Amanda have a gypsy spirit which has moved them across North America, Central America, and the West Indies. Now they're relocating their three kids and two dogs from Austin, Texas to the Isle of Spice-Grenada, to open a bicycle cafe. In choosing a home, they're driven by a feeling or vibe, but with the financial uncertainty of a new business, their budget doesn't quite measure up to their wish list as everything is listed above their budget. Not to worry, Real Estate Agent Robert assures them, everything is negotiable in Grenada!",23-Jun-13,S53E01,Everything is Negotiable in Sweet Grenada,1,53,2013,"Austin, Texas",United States,,Grenada,1,"Austin, Texas",,Missing Destination City,,,,,,Can not get data,0
665,"Joe Cavanaugh has been racking up plenty of business class miles traveling between his company's offices in Atlanta, Georgia and Blackburn, England. When an opportunity to take a manager's position opened up in the U.K., for Joe, it was an easy decision because it is not only a major career boost, but also a chance to fulfill his lifelong dream of experiencing the world outside of Georgia. His wife, Mandy, however is not as enthused about the change. She's content with the modern conveniences and routine that her and their two young boys have in Cumming. Mandy is willing to support her husband's wishes but she is making it a goal to try and find the comforts of home in rural England. Unfortunately for Mandy, Joe wants a short commute to his office in the city center and trying to find a modern, spacious slice of America there, on their two thousand dollar a month budget is going to be challenging for real estate agent Haesel Abbott. Mandy may or may not be willing to get Georgia off her mind while Joe may have to miss out on getting an authentic English experience. Watch as House Hunters International takes a turn through tranquil Blackburn, England.",24-Jun-13,S53E02,"Creature Comforts in Blackburn, England",2,53,2013,"Cumming, Georgia",United States,Blackburn,England,0,"Cumming, Georgia","Blackburn, England",All,41.4833235,-93.7624442,53.749326,-2.4840566,6491.42,Can get data,0
666,"Sera Steves has been a zoologist at the San Antonio Zoo for five years and has a passion for exotic creatures. After doing some research she jumped at the opportunity of a whole new life as a wildlife ranger at the Billabong Sanctuary in Townsville, Australia. Though she might know these animals better than anyone, she hardly knows her new roommate and colleague, Christina. It's up to these two wildlife enthusiast to find the perfect home for themselves and the animals they love when House Hunters International goes down under in Townsville, Australia.",13-Jun-13,S53E03,"Living the Wildlife Down Under in Townsville, Australia",3,53,2013,"San Antonio, Texas",United States,Townsville,Australia,0,"San Antonio, Texas","Townsville, Australia",All,29.4246002,-98.4951405,-19.2569391,146.8239537,13383.03,Can get data,0
667,"Mikal enjoys a rewarding career as a helicopter pilot in Texas. The problem is, he and his wife Amy live in Florida, and for work, Mikal regularly spends two weeks of every month away from home. The grueling commute wasn't a problem when their daughter Isabella was an infant, but now she's five, and having a part time dad is taking its toll. Knowing that things have to change, the family decides to move to Mikal's native Norway, where the commute to his new job will be reasonable, and family roots will fill the gaps in between. But with extremely limited housing options in the tiny town of Aurland, and Mikal's job still two hours away in the city of Bergen, the family will have to decide if the roots they're recasting are better set in a tiny town, or the big city.",15-May-13,S53E04,"A New Family Returns to Old Roots, in Aurland, Norway",4,53,2013,Florida,United States,Aurland,Norway,0,"Florida, United States","Aurland, Norway",All,27.7567667,-81.4639835,60.87089325,7.209532635,7268.59,Can get data,0
668,"After attending university, Chi landed a job in Cambridge, Massachusetts that most grads would envy. At twenty-three years old, she had a lucrative job in the corporate world, managing accounts for high profile businesses. But, despite her achievements, Chi felt unfulfilled. Born in Nigeria and raised in the U.S., Chi had always been drawn to Africa and dreamed of living and working on the continent. Taking a leap of faith, she quit her job and accepted a position at a teaching academy in Johannesburg, South Africa. When Chi first arrived, she was given the opportunity to live on the school's campus. A few months have passed, and now Chi's ready to move out on her own. But, she can't leave the dormitory until she finds a furnished apartment that's close to her work. And, with young professionals arriving in Johannesburg every day, affordable rentals are hard to come by. She hopes that she isn't destined to dorm life forever. Find out when House Hunters International gets schooled in Johannesburg, South Africa.",9-May-13,S53E05,"Exploring the Real Estate Jungle of Johannesburg, South Africa",5,53,2013,"Boston, Massachusetts",United States,Johannesburg,South Africa,0,"Boston, Massachusetts","Johannesburg, South Africa",All,42.3554334,-71.060511,-26.205,28.049722,12646.63,Can get data,0
